"""ar""","""distance"""
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Tumbling"",""winter"":""true"",""distance"":7,""summer"":""false""},{""name"":""Tumbling-Gairibus"",""winter"":""true"",""distance"":8,""summer"":""true""},{""name"":""Gairibus-BhikeBhanja"",""winter"":""true"",""distance"":10,""summer"":""true""},{""name"":""BhikeBhanja-Sandakphu"",""winter"":""true"",""distance"":4,""summer"":""true""}]",44
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Tumbling"",""winter"":""true"",""distance"":7,""summer"":""false""},{""name"":""Tumbling-Gairibus"",""winter"":""true"",""distance"":8,""summer"":""true""},{""name"":""Gairibus-BhikeBhanja"",""winter"":""true"",""distance"":10,""summer"":""true""},{""name"":""BhikeBhanja-Sandakphu"",""winter"":""true"",""distance"":4,""summer"":""true""}]",44
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Tumbling"",""winter"":""true"",""distance"":7,""summer"":""false""},{""name"":""Tumbling-Gairibus"",""winter"":""true"",""distance"":8,""summer"":""true""},{""name"":""Gairibus-BhikeBhanja"",""winter"":""true"",""distance"":10,""summer"":""true""},{""name"":""BhikeBhanja-Sandakphu"",""winter"":""true"",""distance"":4,""summer"":""true""}]",44
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
"[{""name"":""Darjeeling-Rimbik"",""winter"":""true"",""distance"":15,""summer"":""true""},{""name"":""Rimbik-Sirikhola"",""winter"":""true"",""distance"":4,""summer"":""true""},{""name"":""Sirikhola-Rammam"",""winter"":""true"",""distance"":7,""summer"":""true""},{""name"":""Rammam-Gurdum"",""winter"":""true"",""distance"":10,""summer"":""false""},{""name"":""Gurdum-Sandakphu"",""winter"":""true"",""distance"":12,""summer"":""true""}]",48
